StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,MobileDev,Q_TotalDuration,AmazonId,treatment
2021-12-08 10:22:26,2021-12-08 10:26:23,IP Address,154.13.51.76,100,237,True,2021-12-08 10:26:24,R_3fBQfd9oYJk9HMv,,,,,40.82049560546875,-73.91829681396484375,anonymous,EN,I agree to participate,Somewhat familiar,The United States should keep the same level of admissions of refugees and asylum seekers.,My city of residence should resettle the same number of refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Neither agree nor disagree,Neither agree nor disagree,No change,Liberal,Democratic,"Not an immigrant, parents and grandparents are not immigrants",Bachelor's degree,"White, not Hispanic/Latino",28,"$50,000 to $74,999",Male,"Catholic ",good.,0,237,A32H0VY4QLHK4O,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:25:18,2021-12-08 10:26:35,IP Address,76.82.130.130,100,77,True,2021-12-08 10:26:36,R_2WSeMxIlhsfBtzo,,,,,33.8159942626953125,-117.96920013427734375,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle significantly more refugees and asylum seekers.,Refugees/asylum seekers are somewhat more dangerous than the average resident in the US.,Strongly agree,Strongly agree,Significantly more likely,Very Liberal,Republican,Immigrant (foreign born),Bachelor's degree,"White, not Hispanic/Latino",27,"$50,000 to $74,999",Male,"Catholic ",gather more information,0,77,A571HFPUJBE9F,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:24:57,2021-12-08 10:26:39,IP Address,147.124.215.167,100,101,True,2021-12-08 10:26:39,R_2QKZ2XPUZOTrzsp,,,,,32.776702880859375,-96.80500030517578125,anonymous,EN,I agree to participate,Very familiar,The United States should keep the same level of admissions of refugees and asylum seekers.,My city of residence should resettle significantly less refugees and asylum seekers.,Refugees/asylum seekers are somewhat less dangerous than the average resident in the US.,Agree,Strongly agree,More likely,Very Liberal,Democratic,"Not an immigrant, parents and grandparents are not immigrants",Bachelor's degree,"Black or African American, not Hispanic/Latino",50,"$35,000 to $49,999",Male,"Catholic ",nice,0,101,A39Z681C4CJS3Q,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:16:48,2021-12-08 10:26:44,IP Address,69.47.24.120,100,595,True,2021-12-08 10:26:44,R_pGDKkSI6H19bANH,,,,,41.6078033447265625,-87.75240325927734375,anonymous,EN,I agree to participate,Not famiiar,The United States should somewhat increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Agree,Disagree,More likely,Liberal,Democratic,"Not an immigrant, parents are not immigrants, but at least one grandparent is an immigrant",Bachelor's degree,"White, not Hispanic/Latino",41,"$50,000 to $74,999",Female,"Catholic ","I have no feedback, thank you!",0,595,A5DZDONM2Y082,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:25:14,2021-12-08 10:27:05,IP Address,23.177.176.62,100,110,True,2021-12-08 10:27:05,R_56d9909hEkfGRwZ,,,,,37.5731048583984375,-122.05390167236328125,anonymous,EN,I agree to participate,Very familiar,The United States should somewhat increase admissions of refugees and asylum seekers.,My city of residence should resettle the same number of refugees and asylum seekers.,Refugees/asylum seekers are somewhat more dangerous than the average resident in the US.,Agree,Neither agree nor disagree,More likely,Very Liberal,Democratic,Immigrant (foreign born),Bachelor's degree,"White, not Hispanic/Latino",35,"$50,000 to $74,999",Male,"Catholic ",good,0,110,A2B5P8T4WFRFOW,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:21:17,2021-12-08 10:27:14,IP Address,18.217.193.137,100,357,True,2021-12-08 10:27:15,R_3iV8Q3zAJwvVumI,,,,,39.962493896484375,-83.006103515625,anonymous,EN,I agree to participate,Somewhat familiar,The United States should somewhat decrease admissions of refugees and asylum seekers.,My city of residence should resettle significantly more refugees and asylum seekers.,Refugees/asylum seekers are somewhat more dangerous than the average resident in the US.,Disagree,Strongly agree,More likely,Very Conservative,Democratic,"Not an immigrant, parents and grandparents are not immigrants",Bachelor's degree,"White, not Hispanic/Latino",28,"$50,000 to $74,999",Female,"Catholic ",nice survey,0,357,A2HEB648RDCSLR,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:25:07,2021-12-08 10:27:21,IP Address,136.35.212.171,100,133,True,2021-12-08 10:27:21,R_1CI91wcmF1IuS9w,,,,,39.2733001708984375,-94.56939697265625,anonymous,EN,I agree to participate,Not famiiar,The United States should keep the same level of admissions of refugees and asylum seekers.,My city of residence should resettle the same number of refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Disagree,Agree,No change,Liberal,Democratic,"Not an immigrant, parents and grandparents are not immigrants",High school or equivalent,"White, not Hispanic/Latino",29,"Less than $20,000",Female,Protestant,NA,0,133,A2PQDK3MLDFXYM,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:18:57,2021-12-08 10:27:38,IP Address,163.123.221.201,100,520,True,2021-12-08 10:27:38,R_3ehlNH3Yy6RwRuf,,,,,39.3408050537109375,-76.40779876708984375,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are somewhat more dangerous than the average resident in the US.,Strongly agree,Agree,Less likely,Moderate,Republican,"Not an immigrant, but at least one parent is an immigrant",Bachelor's degree,"White, not Hispanic/Latino",29,"$50,000 to $74,999",Male,"Catholic ",none,0,520,A351T7YA1YGHCE,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:26:28,2021-12-08 10:27:39,IP Address,208.203.211.48,100,71,True,2021-12-08 10:27:39,R_1QB0chJ501eTwvN,,,,,40.6737060546875,-73.533599853515625,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are somewhat more dangerous than the average resident in the US.,Strongly agree,Agree,More likely,Very Liberal,Democratic,Immigrant (foreign born),Bachelor's degree,"White, not Hispanic/Latino",26,"$75,000 to $99,999",Female,"Catholic ",nice,0,71,A1IP7V4BSUPJ4G,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:23:04,2021-12-08 10:27:42,IP Address,173.12.133.195,100,277,True,2021-12-08 10:27:43,R_CgokPtIgE7SLgd3,,,,,30.2884063720703125,-81.63610076904296875,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Agree,Strongly agree,More likely,Very Liberal,Republican,Immigrant (foreign born),Master's degree,"Black or African American, not Hispanic/Latino",32,"$50,000 to $74,999",Male,Jewish,good,0,277,A2K595V5Z6MRDT,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:23:33,2021-12-08 10:27:44,IP Address,66.56.14.218,100,250,True,2021-12-08 10:27:44,R_1BRDBcyORY3drBb,,,,,33.7657012939453125,-84.29509735107421875,anonymous,EN,I agree to participate,Very familiar,The United States should greatly decrease admissions of refugees and asylum seekers.,My city of residence should resettle significantly less refugees and asylum seekers.,Refugees/asylum seekers are somewhat less dangerous than the average resident in the US.,Agree,Neither agree nor disagree,Less likely,Moderate,Democratic,Immigrant (foreign born),Master's degree,"White, not Hispanic/Latino",29,"$75,000 to $99,999",Male,"Catholic ",very interesting,0,250,A2QN7MDJ7EV4VJ,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:26:43,2021-12-08 10:27:45,IP Address,172.86.94.136,100,62,True,2021-12-08 10:27:46,R_Ztclz5eWzMiLlvP,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle significantly more refugees and asylum seekers.,Refugees/asylum seekers are significantly less dangerous than the average resident in the US.,Agree,Strongly disagree,Significantly more likely,Very Liberal,Democratic,Immigrant (foreign born),Master's degree,"White, not Hispanic/Latino",25,"$35,000 to $49,999",Male,"Catholic ",good,0,62,A1WWR2F09ZDN1L,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:24:10,2021-12-08 10:27:47,IP Address,174.52.203.99,100,217,True,2021-12-08 10:27:47,R_25Tr784RkE5HkO0,,,,,40.5540924072265625,-111.942901611328125,anonymous,EN,I agree to participate,Very familiar,The United States should keep the same level of admissions of refugees and asylum seekers.,My city of residence should resettle the same number of refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Agree,Neither agree nor disagree,More likely,Conservative,Republican,Immigrant (foreign born),Bachelor's degree,"Black or African American, not Hispanic/Latino",31,"$35,000 to $49,999",Male,"Catholic ",very good study.,0,217,A2HYKOFCK1Q92D,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:26:14,2021-12-08 10:27:50,IP Address,199.83.210.192,100,96,True,2021-12-08 10:27:50,R_3qDLZ4WRgzyUaoq,,,,,40.9922027587890625,-73.97480010986328125,anonymous,EN,I agree to participate,Somewhat familiar,The United States should greatly decrease admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are significantly more dangerous than the average resident in the US.,Disagree,Strongly agree,Significantly less likely,Liberal,Republican,"Not an immigrant, parents are not immigrants, but at least one grandparent is an immigrant",Bachelor's degree,Hispanic or Latino,27,"$35,000 to $49,999",Female,"Catholic ",,0,96,AIKVGBWKQHTPQ,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:18:27,2021-12-08 10:27:53,IP Address,172.98.209.140,100,565,True,2021-12-08 10:27:54,R_uknlEUwBqz6rHeV,,,,,39.1027069091796875,-94.57779693603515625,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle significantly more refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Agree,Agree,More likely,Moderate,Republican,Immigrant (foreign born),Master's degree,Hispanic or Latino,30,"$50,000 to $74,999",Male,"Catholic ",GOOD,0,565,ALUMLYOT1ZUCH,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:26:00,2021-12-08 10:27:56,IP Address,202.182.64.86,100,115,True,2021-12-08 10:27:56,R_e4LILyzCIZZZ7gJ,,,,,40.6078033447265625,-73.821502685546875,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are somewhat less dangerous than the average resident in the US.,Strongly agree,Agree,More likely,Liberal,Democratic,"Not an immigrant, but at least one parent is an immigrant",Bachelor's degree,"White, not Hispanic/Latino",33,"$35,000 to $49,999",Male,"Catholic ",NICE,0,115,A33Y6OJA0NFGP9,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:26:22,2021-12-08 10:27:58,IP Address,208.195.25.120,100,96,True,2021-12-08 10:27:58,R_2Xhuj82HWbGs5RD,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I agree to participate,Very familiar,The United States should somewhat decrease admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Agree,Disagree,More likely,Liberal,Democratic,"Not an immigrant, parents are not immigrants, but at least one grandparent is an immigrant",Bachelor's degree,"White, not Hispanic/Latino",29,"$50,000 to $74,999",Male,"Catholic ",no comments,0,96,A8JMDJAVFM7DL,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:22:47,2021-12-08 10:28:10,IP Address,45.144.113.71,100,322,True,2021-12-08 10:28:10,R_2y4xYzf7IUiScjq,,,,,40.7156982421875,-74,anonymous,EN,I agree to participate,Very familiar,The United States should somewhat decrease admissions of refugees and asylum seekers.,My city of residence should resettle significantly less refugees and asylum seekers.,Refugees/asylum seekers are somewhat more dangerous than the average resident in the US.,Agree,Agree,Less likely,Liberal,Democratic,"Not an immigrant, parents are not immigrants, but at least one grandparent is an immigrant",Bachelor's degree,"Black or African American, not Hispanic/Latino",39,"$50,000 to $74,999",Female,"Catholic ",N/A,0,322,A1KOBLL83SICGQ,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:18:57,2021-12-08 10:28:14,IP Address,154.13.49.22,100,556,True,2021-12-08 10:28:14,R_pgwbdKfFTRoqurv,,,,,40.82049560546875,-73.91829681396484375,anonymous,EN,I agree to participate,Very familiar,The United States should greatly decrease admissions of refugees and asylum seekers.,My city of residence should resettle significantly less refugees and asylum seekers.,Refugees/asylum seekers are significantly less dangerous than the average resident in the US.,Agree,Agree,More likely,Liberal,Democratic,Immigrant (foreign born),Master's degree,"White, not Hispanic/Latino",30,"$50,000 to $74,999",Female,"Catholic ",This survey is good.,0,556,AIGXG6DBES7OS,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:08:34,2021-12-08 10:28:26,IP Address,202.182.64.122,100,1192,True,2021-12-08 10:28:27,R_263wphHnwT2Z7ah,,,,,40.6078033447265625,-73.821502685546875,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are significantly more dangerous than the average resident in the US.,Strongly agree,Strongly agree,Significantly more likely,Very Conservative,Republican,"Not an immigrant, parents and grandparents are not immigrants",Bachelor's degree,"White, not Hispanic/Latino",67,"$20,000 to $34,999",Male,Buddhist,no,0,1192,A3L3DQBOMGQX2Z,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:26:44,2021-12-08 10:28:37,IP Address,74.89.203.50,100,112,True,2021-12-08 10:28:37,R_zcWkHfeVcRCWqzv,,,,,41.145904541015625,-72.28759765625,anonymous,EN,I agree to participate,Somewhat familiar,The United States should somewhat increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are somewhat less dangerous than the average resident in the US.,Disagree,Disagree,More likely,Liberal,Democratic,"Not an immigrant, parents and grandparents are not immigrants",Some college coursework completed,"White, not Hispanic/Latino",53,"$50,000 to $74,999",Male,"Catholic ",Thank you good luck with your work,0,112,A3QNCW3LR2AVOV,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:23:40,2021-12-08 10:28:37,IP Address,73.206.162.254,100,297,True,2021-12-08 10:28:38,R_3HHtE6ydcSbrTR6,,,,,29.5182952880859375,-95.0977020263671875,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle the same number of refugees and asylum seekers.,Refugees/asylum seekers are significantly more dangerous than the average resident in the US.,Neither agree nor disagree,Strongly agree,Significantly more likely,Very Liberal,Democratic,Immigrant (foreign born),Bachelor's degree,"Black or African American, not Hispanic/Latino",30,"$20,000 to $34,999",Male,"Catholic ",none,0,297,A37363QUJHIX70,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:27:10,2021-12-08 10:28:38,IP Address,38.127.144.114,100,88,True,2021-12-08 10:28:38,R_yJc7pHraiylgrJf,,,,,39.046905517578125,-77.49030303955078125,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are significantly more dangerous than the average resident in the US.,Agree,Agree,Significantly more likely,Very Liberal,Republican,Immigrant (foreign born),Bachelor's degree,"White, not Hispanic/Latino",42,"$35,000 to $49,999",Female,"Catholic ",no,0,88,A1SME61MQIXTFW,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:27:36,2021-12-08 10:28:39,IP Address,68.112.223.176,100,63,True,2021-12-08 10:28:39,R_qyidHcRffIITQbL,,,,,30.294403076171875,-89.81500244140625,anonymous,EN,I agree to participate,Somewhat familiar,The United States should keep the same level of admissions of refugees and asylum seekers.,My city of residence should resettle the same number of refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Disagree,Strongly disagree,No change,Moderate,Independent,"Not an immigrant, parents and grandparents are not immigrants",High school or equivalent,"White, not Hispanic/Latino",37,"$50,000 to $74,999",Male,Atheist,n/a,0,63,A1RTLF0OVZI4QT,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:25:46,2021-12-08 10:28:48,IP Address,108.14.73.174,100,182,True,2021-12-08 10:28:48,R_1M0WE37dmnphRh4,,,,,40.579498291015625,-73.98889923095703125,anonymous,EN,I agree to participate,Somewhat familiar,The United States should somewhat increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are somewhat less dangerous than the average resident in the US.,Neither agree nor disagree,Disagree,No change,Liberal,Democratic,"Not an immigrant, but at least one parent is an immigrant",Bachelor's degree,"Asian or Pacific Islander, not Hispanic/Latino",35,"$50,000 to $74,999",Male,Agnostic,,0,182,A2G7N0X0PNX0EE,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:24:33,2021-12-08 10:28:51,IP Address,73.184.3.145,100,258,True,2021-12-08 10:28:52,R_2xF75cxk5BHB5LK,,,,,34.231903076171875,-84.16269683837890625,anonymous,EN,I agree to participate,Somewhat familiar,The United States should greatly decrease admissions of refugees and asylum seekers.,My city of residence should resettle significantly less refugees and asylum seekers.,Refugees/asylum seekers are significantly more dangerous than the average resident in the US.,Strongly disagree,Strongly agree,Significantly less likely,Conservative,Republican,"Not an immigrant, parents and grandparents are not immigrants",Bachelor's degree,"White, not Hispanic/Latino",39,"$75,000 to $99,999",Male,Protestant,,0,258,A163XFZG5BI0XU,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:07:20,2021-12-08 10:29:03,IP Address,24.6.80.250,100,1303,True,2021-12-08 10:29:03,R_27r6Ff51xSRUQwE,,,,,37.5731048583984375,-122.05390167236328125,anonymous,EN,I agree to participate,Very familiar,The United States should somewhat decrease admissions of refugees and asylum seekers.,My city of residence should resettle significantly less refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Strongly agree,Agree,Significantly less likely,Liberal,Democratic,Immigrant (foreign born),Bachelor's degree,"White, not Hispanic/Latino",27,"$50,000 to $74,999",Male,Spiritual—not religious,HAPPY TO ANSWER FOR THIS SURVEY,0,1303,A23KONDDV1V5OB,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:27:17,2021-12-08 10:29:06,IP Address,208.203.216.168,100,108,True,2021-12-08 10:29:06,R_2R4ycRE0kGjFCe7,,,,,39.79510498046875,-76.979400634765625,anonymous,EN,I agree to participate,Very familiar,The United States should somewhat increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are significantly more dangerous than the average resident in the US.,Agree,Strongly agree,More likely,Conservative,Democratic,Immigrant (foreign born),Master's degree,"White, not Hispanic/Latino",26,"$75,000 to $99,999",Male,"Catholic ",Nice survey,0,108,A1TLPOT809ERIH,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:23:51,2021-12-08 10:29:06,IP Address,73.70.186.36,100,315,True,2021-12-08 10:29:06,R_3jZhKxR9ar7WudU,,,,,37.8074951171875,-122.264404296875,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers are significantly more dangerous than the average resident in the US.,Agree,Strongly agree,More likely,Very Conservative,Democratic,"Not an immigrant, parents and grandparents are not immigrants",Bachelor's degree,"White, not Hispanic/Latino",26,"$35,000 to $49,999",Male,"Catholic ",,0,315,A16UXP3PNM7P6U,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:24:10,2021-12-08 10:29:13,IP Address,67.10.131.202,100,302,True,2021-12-08 10:29:13,R_3JfqHqn2KlXkepi,,,,,29.418701171875,-98.688201904296875,anonymous,EN,I agree to participate,Somewhat familiar,The United States should somewhat increase admissions of refugees and asylum seekers.,My city of residence should resettle the same number of refugees and asylum seekers.,Refugees/asylum seekers are somewhat less dangerous than the average resident in the US.,Agree,Strongly agree,More likely,Liberal,Republican,Immigrant (foreign born),Bachelor's degree,"White, not Hispanic/Latino",40,"$35,000 to $49,999",Male,"Catholic ",I Like this survey,0,302,A3N047TGE5MGXF,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:26:47,2021-12-08 10:29:18,IP Address,108.160.184.141,100,150,True,2021-12-08 10:29:18,R_1H62gWtH8T44Igx,,,,,32.0908050537109375,-98.35030364990234375,anonymous,EN,I agree to participate,Very familiar,The United States should somewhat decrease admissions of refugees and asylum seekers.,My city of residence should resettle significantly more refugees and asylum seekers.,Refugees/asylum seekers are significantly more dangerous than the average resident in the US.,Strongly agree,Agree,Significantly more likely,Very Liberal,Republican,Immigrant (foreign born),Bachelor's degree,"White, not Hispanic/Latino",39,"$35,000 to $49,999",Male,"Catholic ",good survey,0,150,A3M5YXQLPF25SP,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
2021-12-08 10:19:46,2021-12-08 10:29:24,IP Address,209.209.227.62,100,578,True,2021-12-08 10:29:24,R_3IQWinexBTYl8BN,,,,,29.7754058837890625,-95.59799957275390625,anonymous,EN,I agree to participate,Very familiar,The United States should keep the same level of admissions of refugees and asylum seekers.,My city of residence should resettle the same number of refugees and asylum seekers.,Refugees/asylum seekers are somewhat more dangerous than the average resident in the US.,Agree,Agree,More likely,Very Liberal,Republican,Immigrant (foreign born),Master's degree,"White, not Hispanic/Latino",26,"$50,000 to $74,999",Male,"Catholic ",GOOD,0,578,AQCE8N8QIPSVT,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:27:53,2021-12-08 10:29:25,IP Address,67.0.250.37,100,91,True,2021-12-08 10:29:25,R_1r17AKLQ8kxINts,,,,,35.11309814453125,-106.57810211181640625,anonymous,EN,I agree to participate,Somewhat familiar,The United States should somewhat increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Agree,Disagree,More likely,Liberal,Democratic,"Not an immigrant, parents are not immigrants, but at least one grandparent is an immigrant",Bachelor's degree,Hispanic or Latino,37,"$20,000 to $34,999",Male,Atheist,None.,0,91,A3KF6O09H04SP7,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:12:04,2021-12-08 10:29:27,IP Address,147.124.213.57,100,1043,True,2021-12-08 10:29:28,R_3nTOMfnSxO5VGbQ,,,,,32.776702880859375,-96.80500030517578125,anonymous,EN,I agree to participate,Very familiar,The United States should somewhat increase admissions of refugees and asylum seekers.,My city of residence should resettle significantly more refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Agree,Strongly agree,More likely,Very Liberal,Republican,"Not an immigrant, parents and grandparents are not immigrants",Bachelor's degree,"Black or African American, not Hispanic/Latino",38,"$35,000 to $49,999",Male,"Catholic ",no,0,1043,A1R6UXXL1DFEME,There is an ongoing discussion on how to reform asylum and refugee policy.
2021-12-08 10:26:02,2021-12-08 10:29:29,IP Address,23.177.176.79,100,207,True,2021-12-08 10:29:29,R_ukoftJ30EbKmlhL,,,,,37.5731048583984375,-122.05390167236328125,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle somewhat more refugees and asylum seekers.,Refugees/asylum seekers pose the same level of danger compared to the average resident in the US.,Agree,Neither agree nor disagree,No change,Liberal,Democratic,"Not an immigrant, parents are not immigrants, but at least one grandparent is an immigrant",Bachelor's degree,"White, not Hispanic/Latino",52,"$20,000 to $34,999",Female,"Catholic ",none,0,207,A2MKVLOCQJ351J,"Some policymakers highlight chaos at the southern border. They say the overwhelming influx of illegal immigrants and asylum seekers trying to enter the country has caused loss of control of the border, delegitimizing our asylum system."
2021-12-08 10:24:46,2021-12-08 10:29:35,IP Address,108.88.155.11,100,289,True,2021-12-08 10:29:35,R_1CD3SKT0NVOwtNg,,,,,38.6352996826171875,-121.4557952880859375,anonymous,EN,I agree to participate,Very familiar,The United States should greatly increase admissions of refugees and asylum seekers.,My city of residence should resettle significantly more refugees and asylum seekers.,Refugees/asylum seekers are significantly more dangerous than the average resident in the US.,Agree,Agree,More likely,Liberal,Republican,Immigrant (foreign born),Bachelor's degree,Hispanic or Latino,41,"$20,000 to $34,999",Male,"Catholic ",GOOD,0,289,ACQRSR82KE82V,"Some policymakers highlight the dangers of accepting refugees and asylum seekers. They say there is a risk of the refugee or asylum seeker being a member of a gang or terrorist group, and increasing admissions would increase crime in the United States."
