"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","base_knowledge","admission","acceptance","crime","influx","threat_perception","voting","ideology","party","immigrant_status","Q14","race","age","income","gender","religion","Q20","MobileDev","Q_TotalDuration","AmazonId","treatment","educ_d","education","age_binned","admission_dichotimized","acceptance_dichotimized","crime_dichotimized","influx_dichotimized","threat_dichotimized","voting_dichotimized","weight"
"598",904,"2021-12-08 10:26:25","2021-12-08 10:30:10","IP Address","65.190.245.108",100,225,"True","2021-12-08 10:30:10","R_1ONdkLr5AecFT0i",NA,NA,NA,NA,36.0321960449219,-79.8588027954102,"anonymous","EN",1,1,0,0,0,0,-1,0,0,"Other",0,"Bachelor's degree","White",39,"$20,000 to $34,999","Male","Agnostic","I don't know enough about this issue to weigh-in with an opinion.  It's not something that I deal with on a day-to-day basis and don't care about it much.  I think, overall, it's more of a non-issue that is raised to manipulate voters into becoming hyper-emotional.",0,225,"A21UA6O7ZFAIQJ","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,1,0,0.470898209055271
"599",905,"2021-12-08 10:27:36","2021-12-08 10:30:16","IP Address","45.42.190.10",100,159,"True","2021-12-08 10:30:16","R_2bZUDpkBV06fxXA",NA,NA,NA,NA,38.8865051269531,-77.0911026000977,"anonymous","EN",1,2,2,2,-2,2,2,2,-2,"Democrat",1,"Master's degree","White",40,"Over $100,000","Female","Atheist","nice study",0,159,"A2OJAJ6CYO9KRZ","traditional security","Postgraduate degree","Bachelor or higher","40 to 59",0,0,1,0,0,0,0.477924450816928
"600",906,"2021-12-08 10:28:49","2021-12-08 10:30:16","IP Address","104.223.42.179",100,87,"True","2021-12-08 10:30:17","R_7PUXA7Lm5eZ8K6R",NA,NA,NA,NA,34.0484924316406,-118.252899169922,"anonymous","EN",1,2,2,1,0,1,0,2,2,"Democrat",0,"Bachelor's degree","White",26,"$35,000 to $49,999","Male","Catholic ","No comments",0,87,"AIX16T36R9VRL","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"601",907,"2021-12-08 10:24:28","2021-12-08 10:30:17","IP Address","71.13.57.145",100,349,"True","2021-12-08 10:30:18","R_doNX2ewKTNJgtt7",NA,NA,NA,NA,42.4579925537109,-83.9056015014648,"anonymous","EN",1,2,2,1,0,2,2,1,2,"Democrat",1,"Bachelor's degree","Black or African American",30,"$50,000 to $74,999","Male","Catholic ","none",0,349,"A1MXMSRSG60UXY","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.422348538313275
"602",908,"2021-12-08 10:28:46","2021-12-08 10:30:19","IP Address","104.156.200.182",100,93,"True","2021-12-08 10:30:20","R_1dKU9yYFScizn7t",NA,NA,NA,NA,47.6109008789062,-122.330299377441,"anonymous","EN",1,2,2,2,-2,2,2,2,2,"Republican",0,"Bachelor's degree","White",24,"$20,000 to $34,999","Male","Buddhist","no",0,93,"A3852IL6T6SWI3","control","Bachelor's degree","Bachelor or higher","18 to 24",0,0,1,0,0,0,0.972301713915271
"603",909,"2021-12-08 10:28:41","2021-12-08 10:30:24","IP Address","208.203.208.22",100,102,"True","2021-12-08 10:30:24","R_6t9JPhugJft1YXf",NA,NA,NA,NA,40.6737060546875,-73.5335998535156,"anonymous","EN",1,2,2,2,-1,2,1,1,-2,"Democrat",1,"Bachelor's degree","White",25,"$75,000 to $99,999","Female","Catholic ","nice",0,102,"A7EYRBEV0UO3B","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"604",910,"2021-12-08 10:29:30","2021-12-08 10:30:30","IP Address","172.86.84.206",100,59,"True","2021-12-08 10:30:30","R_2ZQdyUZfAD6jgoy",NA,NA,NA,NA,41.4951019287109,-81.6939010620117,"anonymous","EN",1,2,2,2,-2,2,2,2,-2,"Democrat",1,"Bachelor's degree","White",35,"$50,000 to $74,999","Male","Catholic ","GOOD",0,59,"AOB0TB6HSU5J","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"605",911,"2021-12-08 10:25:44","2021-12-08 10:30:30","IP Address","209.237.107.5",100,285,"True","2021-12-08 10:30:30","R_vBMK4uniBmCgMGB",NA,NA,NA,NA,44.9925994873047,-92.9536972045898,"anonymous","EN",1,2,1,1,0,1,-1,1,-1,"Democrat",0,"Bachelor's degree","White",37,"$75,000 to $99,999","Male","Agnostic","",0,285,"A1UY2W2FL9CWN","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,1,0,0.29946735993746
"606",912,"2021-12-08 10:26:24","2021-12-08 10:30:33","IP Address","147.124.213.125",100,248,"True","2021-12-08 10:30:33","R_2nu1nvD5cEyGnQJ",NA,NA,NA,NA,32.7767028808594,-96.8050003051758,"anonymous","EN",1,1,-1,-1,1,2,0,0,-1,"Democrat",1,"Bachelor's degree","White",68,"$50,000 to $74,999","Male","Catholic ","nope",0,248,"A2ADXS4IJLZGD6","control","Bachelor's degree","Bachelor or higher","60+",1,1,0,0,0,0,1.29193445424344
"607",913,"2021-12-08 10:28:03","2021-12-08 10:30:33","IP Address","154.22.58.158",100,150,"True","2021-12-08 10:30:33","R_2SweYikCNzFeJIS",NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN",1,2,2,1,0,1,1,-1,-1,"Republican",0,"Bachelor's degree","Hispanic or Latino",27,"$35,000 to $49,999","Male","Catholic ","good survey",0,150,"A1VXHH2OTOO5MQ","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,1,1.15456519985848
"608",914,"2021-12-08 10:27:11","2021-12-08 10:30:41","IP Address","71.206.2.142",100,209,"True","2021-12-08 10:30:41","R_3QMkqDMowZ7jfdp",NA,NA,NA,NA,38.3377990722656,-75.0873031616211,"anonymous","EN",1,1,0,0,0,1,0,-1,0,"Other",0,"Some college coursework completed","White",33,"$75,000 to $99,999","Male","None","intersting topic",0,209,"A3S0IC3M8RZ54U","control","Some college/Associates","Associate or less","25 to 39",0,0,0,0,0,1,2.28571365721951
"609",915,"2021-12-08 10:20:35","2021-12-08 10:30:42","IP Address","147.124.212.164",100,606,"True","2021-12-08 10:30:42","R_2pS7bLfAbC4tMmS",NA,NA,NA,NA,32.7767028808594,-96.8050003051758,"anonymous","EN",1,1,0,0,1,1,-1,0,-1,"Democrat",0,"Bachelor's degree","White",41,"$50,000 to $74,999","Male","Protestant","",0,606,"AVHGZJNGKHRQJ","border security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,0,0,1,0,0.477924450816928
"610",916,"2021-12-08 10:29:51","2021-12-08 10:30:49","IP Address","209.209.227.168",100,57,"True","2021-12-08 10:30:49","R_Aif8sP0CvjsKKxb",NA,NA,NA,NA,29.7754058837891,-95.5979995727539,"anonymous","EN",1,2,2,1,-1,2,1,1,-2,"Democrat",1,"Master's degree","White",35,"$50,000 to $74,999","Male","Catholic ","good",0,57,"A1GKH6HKH3WHG7","control","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"611",917,"2021-12-08 10:29:30","2021-12-08 10:30:52","IP Address","23.177.176.56",100,81,"True","2021-12-08 10:30:52","R_sze8Wr0Bd0wbSSt",NA,NA,NA,NA,37.5731048583984,-122.053901672363,"anonymous","EN",1,2,2,1,-1,1,1,1,1,"Other",1,"Master's degree","White",35,"$35,000 to $49,999","Female","Catholic ","GOOD",0,81,"A3RS595PZXE9AT","traditional security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.470898209055271
"612",919,"2021-12-08 10:29:32","2021-12-08 10:31:08","IP Address","163.123.222.182",100,95,"True","2021-12-08 10:31:08","R_3QPhyaqRna5sqrn",NA,NA,NA,NA,39.3408050537109,-76.4077987670898,"anonymous","EN",1,2,1,2,-2,2,2,2,2,"Democrat",0,"Professional","White",35,"$50,000 to $74,999","Male","Catholic ","good",0,95,"A32OZBVLZ2KH73","traditional security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"613",920,"2021-12-08 10:20:50","2021-12-08 10:31:09","IP Address","71.10.200.42",100,619,"True","2021-12-08 10:31:10","R_shZWdkmra3EjrHj",NA,NA,NA,NA,38.6432952880859,-90.2574996948242,"anonymous","EN",1,2,2,0,-2,1,2,0,2,"Democrat",0,"Bachelor's degree","White",25,"$50,000 to $74,999","Female","Catholic ","nice survey",0,619,"A20UYKB1DO0J8Y","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"614",921,"2021-12-08 10:29:50","2021-12-08 10:31:10","IP Address","63.75.243.195",100,80,"True","2021-12-08 10:31:10","R_2xIXtyrFxMky30q",NA,NA,NA,NA,43.4322967529297,-124.213104248047,"anonymous","EN",1,2,1,2,-1,1,2,1,1,"Democrat",1,"Master's degree","White",26,"$75,000 to $99,999","Female","Catholic ","Nice survey",0,80,"A2T4SAZXLKQ2BL","control","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"615",922,"2021-12-08 10:30:22","2021-12-08 10:31:19","IP Address","67.180.9.90",100,56,"True","2021-12-08 10:31:19","R_2PtKYrimEugcyCU",NA,NA,NA,NA,37.4445953369141,-122.183502197266,"anonymous","EN",1,1,0,0,-1,-1,1,-1,0,"Other",0,"Professional","White",28,"Over $100,000","Female","Catholic ","mo",0,56,"A2RD5Q42740FPU","traditional security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,1,0,1,0.470898209055271
"616",923,"2021-12-08 10:30:41","2021-12-08 10:31:20","IP Address","202.182.67.44",100,38,"True","2021-12-08 10:31:20","R_1gkIDEhTwf0Q7Ax",NA,NA,NA,NA,40.6078033447266,-73.8215026855469,"anonymous","EN",1,1,2,1,-2,1,0,1,1,"Republican",0,"Technical or occupational certificate","Black or African American",18,"$20,000 to $34,999","Female","Other","good",0,38,"A1DA48DUXYF62V","border security","Some college/Associates","Associate or less","18 to 24",0,0,1,0,0,0,6
"617",924,"2021-12-08 10:30:16","2021-12-08 10:31:21","IP Address","68.8.163.160",100,65,"True","2021-12-08 10:31:22","R_2dEg8YwWaL4u0tw",NA,NA,NA,NA,32.7398071289062,-117.027000427246,"anonymous","EN",1,1,-2,-2,0,-1,0,-2,-1,"Democrat",0,"High school or equivalent","White",39,"$20,000 to $34,999","Male","Atheist","",0,65,"A26NGLGGFTATVN","border security","High school or less","Associate or less","25 to 39",1,1,0,1,0,1,0.869561900918844
"618",925,"2021-12-08 10:29:12","2021-12-08 10:31:23","IP Address","196.17.65.127",100,130,"True","2021-12-08 10:31:23","R_1oHDv2fLHG1XrmT",NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN",1,2,-2,-2,2,1,1,1,-1,"Democrat",1,"Master's degree","White",30,"$50,000 to $74,999","Female","Catholic ","This survey is interesting.",0,130,"A3NR7C3Q1YQ46U","control","Postgraduate degree","Bachelor or higher","25 to 39",1,1,0,0,0,0,0.29946735993746
"619",926,"2021-12-08 10:27:03","2021-12-08 10:31:29","IP Address","68.230.210.78",100,265,"True","2021-12-08 10:31:29","R_2b2ycNMYeMT0RzP",NA,NA,NA,NA,36.7969055175781,-76.1797027587891,"anonymous","EN",1,1,0,0,0,0,0,0,-1,"Democrat",0,"Master's degree","Black or African American",43,"$35,000 to $49,999","Male","Protestant","",0,265,"AWVIOLZUKBNVU","border security","Postgraduate degree","Bachelor or higher","40 to 59",0,0,0,0,0,0,0.880095575236649
"620",927,"2021-12-08 10:22:19","2021-12-08 10:31:34","IP Address","75.132.9.128",100,555,"True","2021-12-08 10:31:35","R_3PoDyJn1xoXLSM1",NA,NA,NA,NA,38.4936065673828,-90.3796997070312,"anonymous","EN",1,1,-1,0,1,1,0,-1,1,"Democrat",0,"Bachelor's degree","Hispanic or Latino",40,"$35,000 to $49,999","Male","Catholic ","likely to share my opinions",0,555,"ASTNA82SIVYUQ","border security","Bachelor's degree","Bachelor or higher","40 to 59",1,0,0,0,0,1,1.62337013184682
"621",928,"2021-12-08 10:29:14","2021-12-08 10:31:37","IP Address","202.182.64.51",100,143,"True","2021-12-08 10:31:38","R_2qy2F1lt5mB8suo",NA,NA,NA,NA,40.6078033447266,-73.8215026855469,"anonymous","EN",1,2,0,2,1,2,1,2,-1,"Democrat",0,"Bachelor's degree","White",33,"$35,000 to $49,999","Female","Catholic ","GOOD",0,143,"A3DZ81QZ8NQIQH","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"622",929,"2021-12-08 10:30:24","2021-12-08 10:31:49","IP Address","163.123.220.14",100,85,"True","2021-12-08 10:31:49","R_2QL3RMFEt65SLxH",NA,NA,NA,NA,39.3361053466797,-76.5389022827148,"anonymous","EN",1,1,1,-1,0,1,1,1,-1,"Other",0,"Master's degree","White",35,"$50,000 to $74,999","Female","Catholic ","",0,85,"AK5CIH0DD1F6F","control","Postgraduate degree","Bachelor or higher","25 to 39",0,1,0,0,0,0,0.470898209055271
"623",930,"2021-12-08 10:30:47","2021-12-08 10:31:56","IP Address","104.156.201.65",100,68,"True","2021-12-08 10:31:56","R_3Ulmlho4f2pUT17",NA,NA,NA,NA,47.6109008789062,-122.330299377441,"anonymous","EN",1,2,2,2,-2,2,2,2,2,"Republican",0,"Bachelor's degree","White",38,"$20,000 to $34,999","Female","Catholic ","no",0,68,"A7ARY3NLXQ7V1","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.392022400771548
"624",931,"2021-12-08 10:28:42","2021-12-08 10:32:09","IP Address","163.123.221.16",100,206,"True","2021-12-08 10:32:09","R_2VOcKmkaOMZUyZv",NA,NA,NA,NA,39.3361053466797,-76.5389022827148,"anonymous","EN",1,2,-1,0,-1,1,1,0,-1,"Republican",1,"Some college coursework completed","White",50,"$35,000 to $49,999","Male","Catholic ","good",0,206,"A3ODY4G9XNH5JX","control","Some college/Associates","Associate or less","40 to 59",1,0,1,0,0,0,4.8460964136574
"625",932,"2021-12-08 10:31:09","2021-12-08 10:32:11","IP Address","23.177.176.72",100,62,"True","2021-12-08 10:32:12","R_ZDLwpjRDhSzVEPf",NA,NA,NA,NA,37.5731048583984,-122.053901672363,"anonymous","EN",1,2,1,1,2,0,1,1,-1,"Other",0,"Technical or occupational certificate","Asian or Pacific Islander",21,"$35,000 to $49,999","Female","Jewish","good",0,62,"A3U4KW20GYVZ8X","control","Some college/Associates","Associate or less","18 to 24",0,0,0,0,0,0,6
"626",933,"2021-12-08 10:08:17","2021-12-08 10:32:12","IP Address","107.139.92.71",100,1434,"True","2021-12-08 10:32:12","R_1jDFa3icsnBz9ZD",NA,NA,NA,NA,36.3372955322266,-94.0998992919922,"anonymous","EN",1,1,1,0,-1,1,1,0,0,"Other",0,"Associate degree","White",31,"$35,000 to $49,999","Male","Atheist","",0,1434,"A2KSAAQBU5R0F6","control","Some college/Associates","Associate or less","25 to 39",0,0,1,0,0,0,2.28571365721951
"627",934,"2021-12-08 10:31:33","2021-12-08 10:32:37","IP Address","24.162.101.48",100,64,"True","2021-12-08 10:32:37","R_2tM2My5q40IiTlS",NA,NA,NA,NA,31.5337982177734,-97.1922988891602,"anonymous","EN",1,2,-1,2,-1,2,0,1,-2,"Democrat",1,"Bachelor's degree","Black or African American",30,"$20,000 to $34,999","Male","Catholic ","none",0,64,"A10EXRQDBSI147","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",1,0,1,0,0,0,0.422348538313275
"628",935,"2021-12-08 10:13:02","2021-12-08 10:32:46","IP Address","63.75.243.85",100,1183,"True","2021-12-08 10:32:46","R_9F5wEMA1XS60V6V",NA,NA,NA,NA,43.4322967529297,-124.213104248047,"anonymous","EN",1,2,2,2,-2,1,0,1,-1,"Democrat",0,"Bachelor's degree","White",69,"$50,000 to $74,999","Female","Protestant","It is different survey",0,1183,"A1F9YL8VNOBVF1","traditional security","Bachelor's degree","Bachelor or higher","60+",0,0,1,0,0,0,1.29193445424344
"629",936,"2021-12-08 10:31:57","2021-12-08 10:32:59","IP Address","69.246.138.249",100,62,"True","2021-12-08 10:32:59","R_1kIxrgwD1pqja30",NA,NA,NA,NA,30.1708984375,-85.5795974731445,"anonymous","EN",1,2,2,2,-2,2,2,2,2,"Republican",1,"Bachelor's degree","White",36,"$35,000 to $49,999","Female","Catholic ","like",0,62,"AMMMM54R7IRT1","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.392022400771548
"630",937,"2021-12-08 10:31:32","2021-12-08 10:33:02","IP Address","47.76.77.86",100,90,"True","2021-12-08 10:33:03","R_3J8FNX625rywMQW",NA,NA,NA,NA,29.7133026123047,-95.4804000854492,"anonymous","EN",1,2,2,1,-2,2,1,1,-2,"Democrat",1,"Bachelor's degree","White",46,"$75,000 to $99,999","Female","Catholic ","good",0,90,"A3EGCGPULO56LY","control","Bachelor's degree","Bachelor or higher","40 to 59",0,0,1,0,0,0,0.477924450816928
"631",938,"2021-12-08 10:31:53","2021-12-08 10:33:07","IP Address","196.17.67.32",100,74,"True","2021-12-08 10:33:07","R_2rBzXAZPLddh7jd",NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN",1,2,1,1,0,1,1,1,2,"Republican",1,"Bachelor's degree","White",31,"$50,000 to $74,999","Male","Catholic ","Good survey",0,74,"A2DUY0KK94YVKE","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.392022400771548
"632",939,"2021-12-08 10:20:23","2021-12-08 10:33:13","IP Address","52.128.197.186",100,770,"True","2021-12-08 10:33:13","R_2WIiaLdgzQnRMR4",NA,NA,NA,NA,40.7008972167969,-73.9460983276367,"anonymous","EN",1,1,-1,-1,0,0,1,0,1,"Democrat",0,"Bachelor's degree","White",31,"$20,000 to $34,999","Male","Catholic ","n/a",0,770,"AHV2VVVFENSE0","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",1,1,0,0,0,0,0.29946735993746
"633",940,"2021-12-08 10:27:33","2021-12-08 10:33:17","IP Address","202.182.64.198",100,343,"True","2021-12-08 10:33:17","R_1LMuFmfZfNVJtB1",NA,NA,NA,NA,40.6078033447266,-73.8215026855469,"anonymous","EN",1,1,0,-1,1,0,1,-1,1,"Democrat",0,"Bachelor's degree","Hispanic or Latino",45,"$35,000 to $49,999","Male","Catholic ","",0,343,"A2KXJORVJ4DFK6","control","Bachelor's degree","Bachelor or higher","40 to 59",0,1,0,0,0,1,1.62337013184682
"634",941,"2021-12-08 10:31:48","2021-12-08 10:33:29","IP Address","68.198.162.26",100,101,"True","2021-12-08 10:33:30","R_3KwhyCSe6mJpji9",NA,NA,NA,NA,40.8784942626953,-72.9537963867188,"anonymous","EN",1,1,0,0,0,0,2,0,-1,"Democrat",0,"Bachelor's degree","White",30,"$50,000 to $74,999","Male","Protestant","none",0,101,"A292N98YNVO16T","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"635",942,"2021-12-08 10:31:44","2021-12-08 10:33:40","IP Address","209.209.227.63",100,115,"True","2021-12-08 10:33:41","R_3nOf5pnZnMbxJIc",NA,NA,NA,NA,29.7754058837891,-95.5979995727539,"anonymous","EN",1,1,0,0,-1,1,1,1,0,"Republican",0,"Master's degree","White",31,"$50,000 to $74,999","Male","Catholic ","GOOD",0,115,"AQP2ZOJYQSH72","control","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.392022400771548
"636",943,"2021-12-08 10:33:03","2021-12-08 10:34:22","IP Address","163.123.221.209",100,79,"True","2021-12-08 10:34:22","R_2ymkaRcFlsmbtLp",NA,NA,NA,NA,39.3408050537109,-76.4077987670898,"anonymous","EN",1,2,2,2,-2,2,2,2,2,"Democrat",1,"Bachelor's degree","White",35,"$75,000 to $99,999","Male","Catholic ","good",0,79,"A1PL1AMAGU046H","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"637",944,"2021-12-08 10:32:26","2021-12-08 10:34:25","IP Address","98.212.152.74",100,118,"True","2021-12-08 10:34:25","R_3lPu4tfSzsH1xVe",NA,NA,NA,NA,40.1119995117188,-88.2365036010742,"anonymous","EN",1,2,2,2,-2,2,1,2,-2,"Democrat",1,"Master's degree","Black or African American",42,"$50,000 to $74,999","Male","Other","good",0,118,"A27L5ANUYK1OS7","border security","Postgraduate degree","Bachelor or higher","40 to 59",0,0,1,0,0,0,0.880095575236649
"638",945,"2021-12-08 10:20:54","2021-12-08 10:34:27","IP Address","202.182.67.174",100,813,"True","2021-12-08 10:34:28","R_1hZonkP3g8TsxAB",NA,NA,NA,NA,40.6078033447266,-73.8215026855469,"anonymous","EN",1,2,1,0,-1,1,2,1,1,"Democrat",1,"Master's degree","Black or African American",33,"$35,000 to $49,999","Male","Catholic ","good",0,813,"A2UJ35MP1WNQF8","control","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.422348538313275
"639",946,"2021-12-08 10:28:38","2021-12-08 10:34:27","IP Address","196.17.64.64",100,349,"True","2021-12-08 10:34:28","R_1d79dN5pMGTAUZX",NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN",1,1,1,0,1,1,0,-1,1,"Democrat",1,"Bachelor's degree","White",25,"$75,000 to $99,999","Female","Protestant","no",0,349,"A2YRF4K6XWVJOM","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,1,0.29946735993746
"640",947,"2021-12-08 10:32:15","2021-12-08 10:34:29","IP Address","45.17.227.160",100,133,"True","2021-12-08 10:34:30","R_3HA2N9n0ffq7cw7",NA,NA,NA,NA,32.5308990478516,-97.3134002685547,"anonymous","EN",1,2,2,0,-2,1,2,2,2,"Democrat",0,"Bachelor's degree","White",26,"$35,000 to $49,999","Male","Catholic ","No comments",0,133,"A1KTF07LF5E2LT","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"641",948,"2021-12-08 10:32:39","2021-12-08 10:34:37","IP Address","198.14.18.30",100,117,"True","2021-12-08 10:34:37","R_0HORybbCs0R6lNv",NA,NA,NA,NA,40.7487945556641,-73.9882965087891,"anonymous","EN",1,1,1,0,0,0,1,-1,1,"Republican",0,"Bachelor's degree","White",30,"$75,000 to $99,999","Male","Catholic ","THIS STUDY IS VERY INTERESTING TO PARTICIPATE",0,117,"A1D4JUDL9BADGN","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,1,0.392022400771548
"642",949,"2021-12-08 10:31:15","2021-12-08 10:34:40","IP Address","202.182.67.128",100,204,"True","2021-12-08 10:34:40","R_a4MBN2U5JWKo2MF",NA,NA,NA,NA,40.6078033447266,-73.8215026855469,"anonymous","EN",1,2,2,2,-2,2,2,2,2,"Republican",1,"Bachelor's degree","Black or African American",45,"$20,000 to $34,999","Female","Catholic ","Good",0,204,"A1KUETNGKQC123","traditional security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,1,0,0,0,1.6570889709336
"643",950,"2021-12-08 10:32:42","2021-12-08 10:34:43","IP Address","74.74.203.104",100,120,"True","2021-12-08 10:34:43","R_W24zqAGClNqhoZj",NA,NA,NA,NA,42.6954956054688,-73.0800018310547,"anonymous","EN",1,1,1,1,0,0,-1,0,0,"Democrat",0,"Master's degree","White",54,"$35,000 to $49,999","Female","Catholic ","No",0,120,"A3I55L67X0MWC4","traditional security","Postgraduate degree","Bachelor or higher","40 to 59",0,0,0,0,1,0,0.477924450816928
"644",951,"2021-12-08 10:32:08","2021-12-08 10:35:02","IP Address","66.187.8.33",100,173,"True","2021-12-08 10:35:02","R_Op6sINrqWFJOFSp",NA,NA,NA,NA,36.8374938964844,-76.0976028442383,"anonymous","EN",1,2,2,2,1,1,1,1,2,"Republican",1,"Master's degree","Black or African American",30,"$75,000 to $99,999","Female","Catholic ","Tthis survey is very good.and easily I understand this survey.",0,173,"A1ADI8OKZAEO08","control","Postgraduate degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.659754603184861
"645",952,"2021-12-08 10:30:59","2021-12-08 10:35:03","IP Address","76.109.190.90",100,243,"True","2021-12-08 10:35:03","R_3lGqhty1DxkmgFD",NA,NA,NA,NA,25.7259063720703,-80.4036026000977,"anonymous","EN",1,2,-2,0,0,0,0,-1,-2,"Democrat",1,"Master's degree","Black or African American",29,"$50,000 to $74,999","Male","Catholic ","good study",0,243,"ANJLE4EHHJS1F","control","Postgraduate degree","Bachelor or higher","25 to 39",1,0,0,0,0,1,0.422348538313275
"646",953,"2021-12-08 10:33:52","2021-12-08 10:35:11","IP Address","192.67.88.242",100,78,"True","2021-12-08 10:35:11","R_3GoBoWpU1GNVuaQ",NA,NA,NA,NA,31.152099609375,-99.3461990356445,"anonymous","EN",1,1,0,-1,-1,-1,1,-2,1,"Republican",0,"Technical or occupational certificate","White",34,"$50,000 to $74,999","Female","None","",0,78,"A2ZJAEL03VTZ8","traditional security","Some college/Associates","Associate or less","25 to 39",0,1,1,1,0,1,1.63413831354338
"647",954,"2021-12-08 10:29:58","2021-12-08 10:35:25","IP Address","208.203.221.151",100,326,"True","2021-12-08 10:35:25","R_2uJTO0QRLveGa3P",NA,NA,NA,NA,39.7951049804688,-76.9794006347656,"anonymous","EN",1,2,-1,-1,-1,2,0,1,2,"Democrat",0,"Bachelor's degree","White",35,"$50,000 to $74,999","Male","Catholic ","",0,326,"A3JF3IWCYAYQXB","border security","Bachelor's degree","Bachelor or higher","25 to 39",1,1,1,0,0,0,0.29946735993746
"648",955,"2021-12-08 10:33:24","2021-12-08 10:35:37","IP Address","72.181.225.233",100,132,"True","2021-12-08 10:35:37","R_rqFyREwe3ym8EG5",NA,NA,NA,NA,32.7212066650391,-96.6764984130859,"anonymous","EN",1,2,2,0,-1,2,0,1,-2,"Democrat",1,"Bachelor's degree","Black or African American",30,"$20,000 to $34,999","Male","Catholic ","none",0,132,"A27QELZ1O1TY0C","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.422348538313275
"649",956,"2021-12-08 10:28:42","2021-12-08 10:35:53","IP Address","173.241.77.31",100,430,"True","2021-12-08 10:35:54","R_3rSRpQHcTZ5VqQb",NA,NA,NA,NA,34.0019989013672,-89.3538970947266,"anonymous","EN",1,1,-1,0,0,0,1,0,-1,"Democrat",0,"Associate degree","White",34,"$20,000 to $34,999","Male","Atheist","",0,430,"AR1IWBDA7MC86","border security","Some college/Associates","Associate or less","25 to 39",1,0,0,0,0,0,0.869561900918844
"650",957,"2021-12-08 10:34:24","2021-12-08 10:36:13","IP Address","154.13.58.237",100,108,"True","2021-12-08 10:36:13","R_1PXH6hyuHAiF6jP",NA,NA,NA,NA,39.0469055175781,-77.4903030395508,"anonymous","EN",1,2,2,1,-1,1,2,2,-2,"Democrat",1,"Bachelor's degree","White",25,"$75,000 to $99,999","Male","Jewish","NICE SURVEY",0,108,"ARJH1EAQJXZD7","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"651",958,"2021-12-08 10:33:51","2021-12-08 10:36:19","IP Address","47.76.77.112",100,147,"True","2021-12-08 10:36:19","R_3kb6NSNks72BcM5",NA,NA,NA,NA,29.7133026123047,-95.4804000854492,"anonymous","EN",1,2,2,1,-2,2,1,1,2,"Republican",1,"Master's degree","White",35,"$75,000 to $99,999","Male","Catholic ","good survey. this survey was very important survey. thank you! have a nice day",0,147,"AI3MTR9YAYRNR","traditional security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.392022400771548
